source,target,time_stamps/seconds,time_window
26,66,0,0
26,66,0,0
24,25,0,0
100,37,0,0
37,57,0,0
26,57,0,0
26,66,0,0
100,66,0,0
66,57,0,0
37,57,0,0
100,66,0,0
66,37,0,0
66,57,0,0
24,47,0,0
24,25,0,0
100,66,0,0
66,37,0,0
24,25,0,0
66,33,0,0
26,66,0,0
100,66,0,0
66,33,0,0
100,66,0,0
24,25,0,0
100,66,0,0
24,25,0,0
25,57,0,0
24,57,0,0
100,66,0,0
24,25,0,0
25,57,0,0
24,25,0,0
66,33,0,0
100,33,0,0
66,37,0,0
37,33,0,0
100,33,0,0
100,66,0,0
37,33,0,0
100,33,0,0
100,66,0,0
37,33,0,0
100,37,0,0
66,33,0,0
100,33,0,0
100,66,0,0
66,37,0,0
37,33,0,0
66,37,0,0
100,66,0,0
66,37,0,0
44,47,0,0
26,66,0,0
100,66,0,0
66,37,0,0
100,37,0,0
26,66,0,0
100,66,0,0
66,37,0,0
26,37,0,0
100,37,0,0
35,47,0,0
100,66,0,0
66,37,0,0
100,37,0,0
106,45,0,0
94,30,0,0
100,66,0,0
66,37,0,0
106,45,0,0
106,66,0,0
100,66,0,0
66,37,0,0
21,84,0,0
57,4,0,0
66,45,0,0
106,66,0,0
106,100,0,0
100,66,0,0
66,37,0,0
106,45,0,0
66,33,0,0
106,37,0,0
100,45,0,0
106,66,0,0
113,119,0,0
106,100,0,0
100,66,0,0
106,45,0,0
66,45,0,0
94,109,0,0
41,10,0,0
100,45,0,0
26,33,0,0
106,100,0,0
28,100,0,0
100,66,0,0
37,33,0,0
26,37,0,0
13,47,0,0
106,45,0,0
86,89,0,0
90,44,0,0
94,109,0,0
41,10,0,0
100,45,0,0
106,66,0,0
28,45,0,0
106,100,0,0
28,100,0,0
100,66,0,0
37,33,0,0
13,47,0,0
106,45,0,0
86,89,0,0
90,44,0,0
66,33,0,0
41,10,0,0
100,45,0,0
106,66,0,0
28,45,0,0
26,33,0,0
106,100,0,0
28,100,0,0
80,13,0,0
100,66,0,0
26,37,0,0
66,33,0,0
66,45,0,0
94,109,0,0
30,44,0,0
28,66,0,0
41,10,0,0
106,66,0,0
26,33,0,0
106,100,0,0
28,100,0,0
100,66,0,0
23,69,0,0
90,77,0,0
23,59,0,0
94,44,0,0
28,33,0,0
66,33,0,0
66,45,0,0
94,109,0,0
28,66,0,0
41,10,0,0
100,45,0,0
106,66,0,0
40,13,0,0
70,105,0,0
26,33,0,0
28,100,0,0
100,66,0,0
90,77,0,0
24,12,0,0
24,13,0,0
23,59,0,0
94,44,0,0
57,4,0,0
28,104,0,0
66,45,0,0
94,109,0,0
41,10,0,0
100,45,0,0
56,66,0,0
106,66,0,0
24,40,0,0
40,13,0,0
56,106,0,0
106,100,0,0
28,106,0,0
28,100,0,0
100,66,0,0
12,13,0,0
100,104,0,0
24,13,0,0
21,84,0,0
57,4,0,0
109,3,0,0
41,10,0,0
40,12,0,0
56,66,0,0
106,66,0,0
40,13,0,0
56,106,0,0
59,69,0,0
121,114,0,0
104,66,0,0
93,62,0,0
66,37,0,0
12,13,0,0
24,12,0,0
56,45,0,0
24,13,0,0
23,59,0,0
94,44,0,0
26,37,0,0
68,33,0,0
28,104,0,0
28,66,0,0
41,13,0,0
56,106,0,0
1,32,0,0
13,5,0,0
13,10,0,0
100,33,0,0
93,62,0,0
66,37,0,0
37,33,0,0
104,45,0,0
24,12,0,0
23,59,0,0
57,4,0,0
28,104,0,0
115,42,0,0
66,33,0,0
94,109,0,0
28,66,0,0
41,13,0,0
56,106,0,0
104,33,0,0
1,32,0,0
106,33,0,0
106,104,0,0
28,100,0,0
104,66,0,0
93,62,0,0
100,66,0,0
81,33,0,0
100,104,0,0
13,38,0,0
40,57,0,0
54,45,0,0
28,104,0,0
66,33,0,0
94,109,0,0
28,66,0,0
106,66,0,0
54,33,0,0
56,54,0,0
