source,target,time_stamps/seconds,time_window
454,640,0,0
1,939,0,0
185,258,0,0
55,170,0,0
9,453,0,0
9,45,0,0
14,190,0,0
400,637,0,0
255,275,0,0
176,533,0,0
116,533,0,0
151,866,0,0
280,484,0,0
243,687,0,0
54,866,0,0
364,374,0,0
295,441,0,0
101,425,0,0
47,241,0,0
116,176,0,0
179,202,0,0
63,179,0,0
564,577,0,0
265,494,0,0
443,637,0,0
209,843,0,0
222,843,0,0
205,894,0,0
1359,1383,0,0
376,638,0,0
1238,1260,0,0
487,984,0,0
226,353,0,0
1342,1518,0,0
122,255,0,0
454,640,0,0
1,939,0,0
185,258,0,0
1067,1324,0,0
70,132,0,0
9,453,0,0
9,45,0,0
55,779,0,0
279,908,0,0
14,190,0,0
176,533,0,0
116,533,0,0
279,510,0,0
280,484,0,0
243,687,0,0
202,545,0,0
101,425,0,0
55,170,0,0
47,241,0,0
116,176,0,0
564,577,0,0
265,494,0,0
443,637,0,0
1342,1518,0,0
577,634,0,0
209,843,0,0
222,843,0,0
1332,1401,0,0
55,202,0,0
582,605,0,0
205,894,0,0
1359,1383,0,0
1238,1260,0,0
487,984,0,0
54,866,0,0
252,374,0,0
122,255,0,0
454,640,0,0
1,939,0,0
1,55,0,0
185,258,0,0
3,884,0,0
70,132,0,0
9,453,0,0
9,45,0,0
55,779,0,0
14,190,0,0
400,637,0,0
176,533,0,0
116,533,0,0
151,866,0,0
280,484,0,0
243,687,0,0
353,884,0,0
339,884,0,0
202,545,0,0
101,425,0,0
55,170,0,0
47,241,0,0
116,176,0,0
691,869,0,0
265,494,0,0
72,954,0,0
443,637,0,0
279,510,0,0
577,634,0,0
55,202,0,0
209,843,0,0
222,843,0,0
1359,1383,0,0
209,222,0,0
376,638,0,0
1238,1260,0,0
487,984,0,0
54,866,0,0
1342,1518,0,0
252,374,0,0
122,255,0,0
454,640,0,0
1,939,0,0
1,55,0,0
185,258,0,0
70,132,0,0
9,453,0,0
55,779,0,0
14,190,0,0
400,443,0,0
400,637,0,0
265,494,0,0
151,866,0,0
280,484,0,0
54,866,0,0
160,226,0,0
116,176,0,0
116,533,0,0
295,441,0,0
101,425,0,0
55,170,0,0
45,453,0,0
47,241,0,0
176,533,0,0
72,954,0,0
443,637,0,0
117,364,0,0
55,202,0,0
209,843,0,0
222,843,0,0
205,894,0,0
1359,1383,0,0
209,222,0,0
339,884,0,0
1238,1260,0,0
487,984,0,0
346,374,0,0
376,638,0,0
252,374,0,0
1342,1518,0,0
111,124,0,0
454,640,0,0
1,939,0,0
185,258,0,0
70,132,0,0
55,170,0,0
55,779,0,0
9,453,0,0
9,45,0,0
14,190,0,0
276,621,0,0
176,533,0,0
116,533,0,0
151,866,0,0
280,484,0,0
634,687,0,0
243,687,0,0
117,364,0,0
116,176,0,0
295,441,0,0
101,425,0,0
47,241,0,0
39,871,0,0
577,694,0,0
243,694,0,0
265,494,0,0
443,637,0,0
279,510,0,0
487,984,0,0
209,843,0,0
222,843,0,0
205,894,0,0
1359,1383,0,0
209,222,0,0
339,884,0,0
1238,1260,0,0
54,866,0,0
376,638,0,0
252,374,0,0
1342,1518,0,0
111,124,0,0
454,640,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
513,638,0,0
9,453,0,0
9,45,0,0
236,908,0,0
14,190,0,0
255,275,0,0
276,621,0,0
265,494,0,0
151,866,0,0
280,484,0,0
160,226,0,0
202,545,0,0
116,176,0,0
116,533,0,0
55,170,0,0
45,453,0,0
47,241,0,0
176,533,0,0
443,637,0,0
117,364,0,0
209,843,0,0
222,843,0,0
54,866,0,0
1359,1383,0,0
339,884,0,0
1238,1260,0,0
487,984,0,0
252,374,0,0
1342,1518,0,0
111,124,0,0
376,638,0,0
454,640,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
55,170,0,0
55,779,0,0
376,513,0,0
513,638,0,0
9,453,0,0
9,45,0,0
779,883,0,0
236,908,0,0
14,190,0,0
255,275,0,0
176,533,0,0
116,533,0,0
151,866,0,0
280,484,0,0
634,687,0,0
243,687,0,0
160,226,0,0
202,545,0,0
1594,1828,0,0
116,176,0,0
295,441,0,0
101,425,0,0
47,241,0,0
564,577,0,0
564,634,0,0
265,494,0,0
443,637,0,0
117,364,0,0
117,494,0,0
577,634,0,0
209,843,0,0
222,843,0,0
1359,1383,0,0
339,884,0,0
1238,1260,0,0
487,984,0,0
346,374,0,0
54,866,0,0
1342,1518,0,0
111,124,0,0
376,638,0,0
454,640,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
376,513,0,0
513,638,0,0
265,494,0,0
55,779,0,0
236,908,0,0
14,190,0,0
176,533,0,0
116,533,0,0
279,510,0,0
280,484,0,0
243,687,0,0
160,226,0,0
202,545,0,0
116,176,0,0
295,441,0,0
101,425,0,0
1214,1518,0,0
47,241,0,0
243,634,0,0
54,866,0,0
55,883,0,0
443,637,0,0
1342,1518,0,0
577,634,0,0
196,252,0,0
209,843,0,0
222,843,0,0
376,638,0,0
339,884,0,0
1238,1260,0,0
487,984,0,0
346,374,0,0
252,374,0,0
117,364,0,0
111,124,0,0
117,494,0,0
122,374,0,0
454,640,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
513,638,0,0
196,265,0,0
265,494,0,0
55,779,0,0
236,908,0,0
14,190,0,0
276,621,0,0
117,494,0,0
280,484,0,0
160,226,0,0
202,545,0,0
1594,1828,0,0
116,176,0,0
116,533,0,0
295,441,0,0
101,425,0,0
45,453,0,0
47,241,0,0
176,533,0,0
54,866,0,0
111,124,0,0
72,954,0,0
443,637,0,0
1342,1518,0,0
201,245,0,0
196,252,0,0
209,843,0,0
222,843,0,0
339,884,0,0
1238,1260,0,0
487,984,0,0
346,374,0,0
252,374,0,0
1214,1518,0,0
117,364,0,0
243,634,0,0
376,638,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
390,938,0,0
513,638,0,0
265,494,0,0
236,908,0,0
14,923,0,0
14,190,0,0
106,272,0,0
54,866,0,0
276,621,0,0
176,533,0,0
116,533,0,0
280,484,0,0
160,226,0,0
202,545,0,0
1594,1828,0,0
295,441,0,0
101,425,0,0
374,425,0,0
47,241,0,0
116,176,0,0
564,577,0,0
564,753,0,0
55,170,0,0
72,954,0,0
443,637,0,0
117,364,0,0
117,494,0,0
577,753,0,0
196,252,0,0
209,843,0,0
222,843,0,0
205,894,0,0
1359,1383,0,0
1238,1260,0,0
487,984,0,0
111,124,0,0
1342,1518,0,0
1,778,0,0
1,939,0,0
185,258,0,0
70,132,0,0
513,638,0,0
265,494,0,0
55,779,0,0
236,908,0,0
14,190,0,0
486,531,0,0
276,621,0,0
176,533,0,0
116,533,0,0
254,382,0,0
280,484,0,0
634,687,0,0
243,687,0,0
687,694,0,0
160,226,0,0
202,545,0,0
1594,1828,0,0
116,176,0,0
196,425,0,0
101,425,0,0
374,425,0,0
55,170,0,0
47,241,0,0
564,577,0,0
564,634,0,0
564,694,0,0
243,694,0,0
72,954,0,0
